sample,t_iso,elapsed_s,v1_set,v1,i1,p_in_w,v2,i2_raw,i_chg,v_bat,p_bat_w,ah_cum,wh_cum,eff_inst,flags
8471,2026-09-15T23:56:01.369,16940.228,7.7114,6.04944,0.18028,1.0905930432,0.0,0.27633,0.27633,3.42026267,0.9451211836011001,1.2716756672948057,4.332692270961361,0.866612151520737,
8472,2026-09-15T23:56:03.307,16942.166,7.7114,6.05145,0.180241,1.0907193994500002,0.0,0.27635,0.27635,3.4203894,0.94522461069,1.2718244365294895,4.3332011102482975,0.8666065820105826,
8473,2026-09-15T23:56:05.356,16944.215,7.7114,6.05313,0.180223,1.0909132479900001,0.0,0.27637,0.27637,3.42052393,0.9453301985340999,1.2719817017262738,4.333739029039194,0.866549379866698,
8474,2026-09-15T23:56:07.342,16946.201,7.7114,6.05455,0.180177,1.09089065535,0.0,0.27637,0.27637,3.4206422,0.945362884814,1.2721341825218977,4.3342606022664425,0.8665972892679065,
8475,2026-09-15T23:56:09.377,16948.236,7.7114,6.05777,0.18011,1.0910649547,0.0,0.27641,0.27641,3.42077134,0.9455354060893999,1.2722903696087482,4.334794872492548,0.8666169708927962,
8476,2026-09-15T23:56:11.282,16950.141,7.7114,6.05971,0.180016,1.09084475536,0.0,0.27633,0.27633,3.42086826,0.9452885262858002,1.2724366753047947,4.33529535791341,0.8665655874871365,
8477,2026-09-15T23:56:13.381,16952.24,7.7114,7.7114,0.144731,1.1160786334000001,0.0,0.27861,0.27861,3.42076167,0.9530584088787001,1.272598421364701,4.335848661220251,0.8539348217565295,
8478,2026-09-15T23:56:15.409,16954.268,7.7114,7.7114,0.145564,1.1225022296,0.0,0.28015,0.28015,3.42046616,0.9582435947240001,1.2727557908788458,4.336386961506046,0.853667431079818,
8479,2026-09-15T23:56:17.328,16956.187,7.7114,5.73494,0.0108983,0.062501096602,0.0,0.0079,0.0079,3.36968082,0.026620478478000004,1.272832559508756,4.3366494390812855,0.42592018260921466,
8480,2026-09-15T23:56:19.348,16958.207,7.7114,5.73497,0.0109,0.062511173,0.0,0.00794,0.00794,3.36925434,0.026751879459599996,1.272837004187444,4.336664415279635,0.4279535669503433,
8481,2026-09-15T23:56:21.309,16960.168,7.7114,5.73522,0.0108985,0.06250529517,0.0,0.00794,0.00794,3.36900304,0.026749884137599995,1.2728413303876656,4.336678990804921,0.4279618881063832,
8482,2026-09-15T23:56:23.328,16962.187,7.7114,5.73636,0.0108956,0.062501084016,0.0,0.0079,0.0079,3.36866293,0.026612437147000005,1.272845770362975,4.336693948342102,0.42579160931332544,
8483,2026-09-15T23:56:25.352,16964.211,7.7114,5.73529,0.010899,0.06250892571000001,0.0,0.00793,0.00793,3.36852987,0.0267124418691,1.2728502215059745,4.336708942445825,0.42733804117875945,
8484,2026-09-15T23:56:27.371,16966.23,7.7114,5.73468,0.0108998,0.062506865064,0.0,0.00791,0.00791,3.36820126,0.026642471966600002,1.272854662501477,4.336723901343071,0.4262327336256763,
8485,2026-09-15T23:56:29.346,16968.205,7.7114,5.7353,0.0108981,0.06250387293,0.0,0.00792,0.00792,3.36800413,0.0266745927096,1.2728590057180031,4.336738529742088,0.42676703793177256,
8486,2026-09-15T23:56:31.366,16970.225,7.7114,5.73645,0.0108945,0.062495754524999995,0.0,0.00791,0.00791,3.36785814,0.0266397578874,1.2728634465480937,4.336753486152221,0.4262650813623408,
8487,2026-09-15T23:56:33.374,16972.233,7.7114,5.73592,0.0108991,0.062516365672,0.0,0.00795,0.00795,3.36777716,0.026773828422000004,1.2728678704356922,4.336768384998504,0.4282691121629218,
8488,2026-09-15T23:56:35.340,16974.199,7.7114,5.73545,0.0108995,0.062513537275,0.0,0.00794,0.00794,3.36757194,0.026738521203599996,1.2728722088698101,4.336782995432951,0.42772369584488523,
8489,2026-09-15T23:56:37.324,16976.183,7.7114,5.73581,0.0108978,0.06250771021799999,0.0,0.00793,0.00793,3.36738951,0.0267033988143,1.2728765824062152,4.3367977232327455,0.42720167993948327,
8490,2026-09-15T23:56:39.392,16978.251,7.7114,7.71139,0.149124,1.14995332236,0.0,0.28682,0.28682,3.41906901,0.9806573734482,1.2729612194037956,4.337086985289555,0.8527801558376638,
8491,2026-09-15T23:56:41.378,16980.237,7.7114,7.71139,0.149392,1.15201997488,0.0,0.28731,0.28731,3.41908766,0.9823380755946001,1.2731195878969426,4.337628459574681,0.8527092385676084,
